0.0026
0.0728
0.0045
0.2419
0.0275
0.008
0.0056
0.0055
0.0308
0.0471
0.1365
0.0086
0.0202
0.0088
0.0097
0.0081
0.0917
0.0009
0.0395
0.4592
0.0553
0.2778
0
0.0014
0.0264
0.0259
0.0374
0.0009
0.0511
0.0827
